3	20	20	2	300	10	10	10	1.3
110	52	49	52	49	0	480
120	0	5	0	5	0	480
130	52	49	52	49	43	480
210	52	49	52	49	0	1080
220	0	5	0	5	0	1080
230	52	49	52	49	0	1080
1	40	31	4	7	39	439
2	40	45	40	50	31	431
3	36	16	10	57	37	437
4	29	24	45	6	105	505
5	22	35	25	5	159	559
6	30	5	43	48	109	509
7	24	50	42	26	249	649
8	42	38	35	24	214	614
9	21	12	6	32	231	631
10	6	39	10	26	305	705
11	21	22	54	52	313	713
12	14	2	58	9	318	718
13	56	34	1	51	403	803
14	46	25	5	10	422	822
15	30	14	27	18	446	846
16	7	21	26	36	505	905
17	41	51	1	5	527	927
18	53	49	56	18	521	921
19	53	25	39	17	617	1017
20	55	19	43	5	602	1002
1001	49	5	49	5	143	543
1002	43	29	43	29	107	507
1003	55	44	29	40	105	505
1004	41	20	28	15	222	622
1011	49	5	49	5	251	651
1012	43	29	43	29	232	632
1013	55	44	29	40	355	755
1014	41	20	28	15	304	704
1021	49	5	49	5	316	716
1022	43	29	43	29	423	823
1023	55	44	29	40	411	811
1024	41	20	28	15	447	847
1031	49	5	49	5	531	931
1032	43	29	43	29	526	926
1033	55	44	29	40	556	956
1034	41	20	28	15	652	1052
1041	49	5	49	5	630	1030
1042	43	29	43	29	640	1040
1043	55	44	29	40	630	1030
1044	41	20	28	15	602	1002
