2	10	8	2	300	10	10	10	1.3
11	56	1	56	1	0	480
12	36	54	36	54	0	480
21	56	1	56	1	0	1080
22	36	54	36	54	0	1080
1	1	40	11	48	40	440
2	21	2	16	58	15	415
3	55	55	46	51	104	504
4	33	12	17	6	144	544
5	16	24	52	8	250	650
6	10	42	19	19	238	638
7	52	33	39	16	355	755
8	23	44	56	21	316	716
9	17	36	33	11	446	846
10	48	28	35	47	448	848
1001	9	29	9	29	115	515
1002	55	42	55	42	145	545
1011	9	29	9	29	230	630
1012	55	42	55	42	249	649
1021	9	29	9	29	332	732
1022	55	42	55	42	311	711
1031	9	29	9	29	408	808
1032	55	42	55	42	405	805
