2	10	8	2	300	10	10	10	1.3
11	2	10	2	10	0	480
12	47	55	47	55	0	480
21	2	10	2	10	0	1080
22	47	55	47	55	0	1080
1	46	8	11	50	52	452
2	37	58	17	33	51	451
3	36	16	44	53	127	527
4	48	22	4	41	125	525
5	39	11	22	6	245	645
6	32	47	39	27	225	625
7	37	7	40	13	336	736
8	16	27	44	14	330	730
9	14	24	47	57	423	823
10	10	49	24	32	443	843
1001	7	50	7	50	126	526
1002	29	15	29	15	110	510
1011	7	50	7	50	209	609
1012	29	15	29	15	202	602
1021	7	50	7	50	334	734
1022	29	15	29	15	348	748
1031	7	50	7	50	424	824
1032	29	15	29	15	437	837
