2	10	8	2	300	10	10	10	1.3
11	7	37	7	37	0	480
12	12	42	12	42	0	480
21	7	37	7	37	0	1080
22	12	42	12	42	0	1080
1	35	57	48	34	49	449
2	44	16	17	58	39	439
3	58	4	45	5	112	512
4	43	44	36	13	133	533
5	11	24	20	34	245	645
6	59	54	34	45	218	618
7	13	43	40	42	305	705
8	4	32	40	22	328	728
9	44	53	12	46	416	816
10	15	30	48	29	418	818
1001	11	31	11	31	119	519
1002	30	31	30	31	131	531
1003	58	3	58	3	211	611
1004	15	24	15	24	238	638
1021	11	31	11	31	340	740
1022	30	31	30	31	346	746
1023	58	3	58	3	413	813
1024	15	24	15	24	406	806
