2	15	8	2	300	10	10	10	1.3
110	5	23	5	23	0	480
120	20	57	20	57	0	480
210	5	23	5	23	0	1080
220	20	57	20	57	0	1080
1	16	4	54	57	48	448
2	31	46	35	2	52	452
3	49	8	7	8	149	549
4	19	13	23	52	133	533
5	13	40	50	18	242	642
6	50	49	36	30	222	622
7	40	25	11	0	358	758
8	36	56	41	7	335	735
9	54	14	39	19	415	815
10	37	42	31	53	409	809
11	34	56	47	50	557	957
12	29	31	32	6	507	907
13	25	15	15	23	608	1008
14	49	8	27	23	658	1058
15	42	57	26	53	701	1101
1001	24	28	24	28	129	529
1002	6	50	6	50	148	548
1003	19	10	19	10	256	656
1004	11	40	11	40	236	636
1021	24	28	24	28	310	710
1022	6	50	6	50	303	703
1023	19	10	19	10	452	852
1024	11	40	11	40	524	924


