3	30	4	2	500	10	10	10	0.5
110	22	41	22	41	0	480
120	13	56	13	56	0	480
130	22	41	22	41	0	480
210	22	41	22	41	0	1600
220	13	56	13	56	0	1600
230	22	41	22	41	0	1600
1	9	47	24	3	18	218
2	24	16	56	9	9	209
3	34	7	47	22	41	241
4	25	19	59	27	123	323
5	36	11	33	59	143	343
6	42	24	52	24	116	316
7	13	34	13	27	257	457
8	7	31	13	39	206	406
9	57	25	30	28	247	447
10	47	53	9	29	303	503
11	57	34	58	14	327	527
12	49	10	33	50	344	544
13	47	31	1	46	407	607
14	38	34	50	25	447	647
15	34	54	2	22	412	612
16	19	55	36	29	546	746
17	21	15	21	15	528	728
18	5	11	5	11	552	752
19	21	15	21	15	623	823
20	5	11	5	11	603	803
21	24	12	36	20	644	844
22	45	52	11	22	852	1052
23	0	25	29	57	811	1011
24	36	49	51	0	850	1050
25	32	22	20	22	1059	1259
26	52	0	4	26	1045	1245
27	2	27	39	11	1051	1251
28	32	24	7	46	1217	1417
29	30	48	37	26	1237	1437
30	48	29	55	18	1249	1449
1001	40	18	37	11	338	438
1002	33	40	37	43	326	426
1011	25	57	25	58	403	603
1012	24	20	41	3	414	614
