2	15	8	2	300	10	10	10	1.3
110	53	57	53	57	0	480
120	27	56	27	56	0	480
210	53	57	53	57	0	1800
220	27	56	27	56	0	1800
1	6	43	38	53	34	434
2	8	19	49	54	7	407
3	51	42	56	7	112	512
4	46	9	41	51	111	511
5	24	36	17	41	216	616
6	31	11	55	54	207	607
7	44	43	40	38	307	707
8	51	44	15	29	348	748
9	27	18	34	43	407	807
10	45	16	52	8	414	814
11	5	6	49	43	570	970
12	18	50	51	29	598	998
13	2	3	10	42	730	1130
14	24	49	8	20	717	1117
15	47	49	48	31	910	1310
1001	42	11	42	11	115	515
1002	55	16	55	16	238	638
1011	42	11	42	11	300	700
1012	55	16	55	16	425	825
1021	42	11	42	11	501	901
1022	55	16	55	16	628	1028
1031	42	11	42	11	731	1131
1032	55	16	55	16	850	1250

