3	30	4	2	500	10	10	10	0.5
110	20	45	20	45	0	480
120	41	45	41	45	0	480
130	20	45	20	45	0	480
210	20	45	20	45	0	1600
220	41	45	41	45	0	1600
230	20	45	20	45	0	1600
1	27	50	50	29	41	241
2	29	43	6	27	5	205
3	16	23	5	26	59	259
4	2	53	19	27	152	352
5	30	36	25	26	115	315
6	24	36	11	39	111	311
7	23	55	54	48	205	405
8	19	35	47	16	219	419
9	0	57	55	57	253	453
10	15	35	11	19	347	547
11	24	48	10	52	344	544
12	17	41	48	36	313	513
13	0	1	31	53	449	649
14	26	58	7	25	443	643
15	26	19	40	42	436	636
16	50	36	8	28	505	705
17	19	49	19	49	542	742
18	16	57	16	57	531	731
19	19	49	19	49	611	811
20	16	57	16	57	630	830
21	7	30	59	6	626	826
22	2	45	0	52	847	1047
23	11	34	40	5	846	1046
24	48	12	45	55	804	1004
25	0	49	59	9	1047	1247
26	52	4	38	58	1044	1244
27	24	48	25	41	1055	1255
28	34	45	23	29	1234	1434
29	19	7	1	40	1243	1443
30	26	44	27	42	1212	1412
1001	15	44	54	27	305	405
1002	31	22	12	27	306	406
1011	14	57	5	22	423	623
1012	4	46	17	25	445	645
