2	15	8	2	300	10	10	10	1.3
110	41	24	41	24	0	480
120	21	14	21	14	0	480
210	41	24	41	24	0	1800
220	21	14	21	14	0	1800
1	2	23	0	26	13	413
2	33	9	15	28	5	405
3	22	31	13	15	122	522
4	13	44	5	41	146	546
5	46	51	15	36	213	613
6	29	47	32	10	206	606
7	36	35	26	40	349	749
8	53	21	25	56	300	700
9	0	6	39	16	455	855
10	45	40	13	15	404	804
11	21	8	52	43	593	993
12	11	8	29	35	553	953
13	43	24	44	57	726	1126
14	42	30	12	45	750	1150
15	49	14	51	28	939	1339
1001	1	28	1	28	140	540
1002	41	23	41	23	240	640
1011	1	28	1	28	345	745
1012	41	23	41	23	427	827
1021	1	28	1	28	522	922
1022	41	23	41	23	626	1026
1031	1	28	1	28	710	1110
1032	23	49	23	49	515	915


