2	10	8	2	300	10	10	10	1.3
11	49	59	49	59	0	480
12	53	10	53	10	0	480
21	49	59	49	59	0	1080
22	53	10	53	10	0	1080
1	26	1	29	57	45	445
2	59	56	30	2	57	457
3	25	43	5	5	103	503
4	45	58	28	8	124	524
5	41	55	23	25	203	603
6	27	42	25	24	202	602
7	51	28	20	34	314	714
8	8	56	36	32	319	719
9	49	25	7	37	430	830
10	53	55	40	54	457	857
1001	17	15	17	15	135	535
1002	27	53	27	53	159	559
1003	42	43	42	43	242	642
1004	26	16	26	16	218	618
1021	17	15	17	15	322	722
1022	27	53	27	53	352	752
1023	42	43	42	43	446	846
1024	26	16	26	16	418	818
