2	15	8	2	300	10	10	10	1.3
110	57	28	57	28	0	480
120	50	49	50	49	0	480
210	57	28	57	28	0	1800
220	50	49	50	49	0	1800
1	55	26	24	27	44	444
2	22	44	3	25	52	452
3	16	46	0	10	148	548
4	54	11	37	39	105	505
5	47	14	4	14	202	602
6	16	42	49	56	202	602
7	24	55	49	8	349	749
8	57	3	34	18	345	745
9	43	10	14	46	451	851
10	52	36	56	6	406	806
11	1	26	38	11	603	1003
12	28	15	18	5	556	956
13	3	31	6	45	722	1122
14	36	27	39	43	749	1149
15	41	8	48	12	937	1337
1001	39	46	39	46	158	558
1002	25	44	25	44	220	620
1011	39	46	39	46	341	741
1012	25	44	25	44	415	815
1021	39	46	39	46	502	902
1022	25	44	25	44	658	1058
1031	39	46	39	46	757	1157
1032	25	44	25	44	809	1209
