2	15	8	2	300	10	10	10	1.3
11	6	26	6	26	0	480
12	12	18	12	18	0	480
21	6	26	6	26	0	1080
22	12	18	12	18	0	1080
1	0	6	31	47	9	409
2	47	13	19	35	36	436
3	41	21	1	25	122	522
4	37	14	37	11	148	548
5	10	39	4	54	228	628
6	34	1	52	31	214	614
7	53	9	24	35	304	704
8	59	18	59	38	352	752
9	49	49	47	49	413	813
10	32	57	8	45	423	823
11	5	36	46	55	544	944
12	4	51	12	17	536	936
13	21	23	48	27	601	1001
14	37	58	8	35	648	1048
15	27	33	14	29	730	1130
1001	46	47	46	47	133	533
1002	5	28	5	28	141	541
1003	26	3	26	3	253	653
1004	31	11	31	11	243	643
1021	46	47	46	47	320	720
1022	5	28	5	28	354	754
1023	26	3	26	3	431	831
1024	31	11	31	11	525	925


