2	10	8	2	300	10	10	10	1.3
11	18	4	18	4	0	480
12	6	16	6	16	0	480
21	18	4	18	4	0	1080
22	6	16	6	16	0	1080
1	7	34	54	57	57	457
2	57	21	21	18	30	430
3	4	43	13	42	100	500
4	4	38	7	15	150	550
5	25	15	7	1	228	628
6	17	46	0	8	207	607
7	8	16	0	20	333	733
8	38	52	7	52	359	759
9	29	6	7	1	424	824
10	5	51	48	15	417	817
1001	27	20	27	20	155	555
1002	21	11	21	11	149	549
1003	38	20	38	20	244	644
1004	32	1	32	1	210	610
1021	27	20	27	20	359	759
1022	21	11	21	11	324	724
1023	38	20	38	20	417	817
1024	32	1	32	1	402	802
