2	10	8	2	300	10	10	10	1.3
11	17	41	17	41	0	480
12	7	35	7	35	0	480
21	17	41	17	41	0	1080
22	7	35	7	35	0	1080
1	20	8	45	54	53	453
2	14	34	14	11	38	438
3	25	37	44	17	135	535
4	15	13	44	59	124	524
5	27	1	37	3	209	609
6	46	45	50	57	240	640
7	18	28	12	32	337	737
8	47	10	21	26	329	729
9	12	6	36	20	420	820
10	35	17	17	20	419	819
1001	37	31	37	31	156	556
1002	48	7	48	7	108	508
1003	6	13	6	13	211	611
1004	25	47	25	47	206	606
1021	37	31	37	31	350	750
1022	48	7	48	7	305	705
1023	6	13	6	13	419	819
1024	25	47	25	47	452	852
