2	15	8	2	300	10	10	10	1.3
11	2	9	2	9	0	480
12	2	2	2	2	0	480
21	2	9	2	9	0	1080
22	2	2	2	2	0	1080
1	51	6	46	32	13	413
2	26	15	51	31	20	420
3	13	19	48	44	125	525
4	30	45	36	14	119	519
5	51	52	45	2	200	600
6	57	27	41	19	233	633
7	12	57	49	32	353	753
8	9	41	9	57	307	707
9	7	40	33	18	450	850
10	58	28	21	43	430	830
11	3	30	10	44	559	959
12	11	27	15	42	506	906
13	40	6	0	57	618	1018
14	55	37	15	33	657	1057
15	41	47	16	52	737	1137
1001	21	40	21	40	101	501
1002	3	45	3	45	146	546
1003	36	37	36	37	255	655
1004	41	42	41	42	221	621
1021	21	40	21	40	334	734
1022	3	45	3	45	328	728
1023	36	37	36	37	445	845
1024	41	42	41	42	528	928
