2	15	8	2	300	10	10	10	1.3
110	32	54	32	54	0	480
120	3	50	3	50	0	480
210	32	54	32	54	0	1080
220	3	50	3	50	0	1080
1	23	45	44	19	32	432
2	49	50	9	42	41	441
3	4	8	30	6	155	555
4	0	2	46	43	138	538
5	52	21	9	54	207	607
6	18	17	41	14	219	619
7	40	17	57	15	311	711
8	9	29	29	35	350	750
9	23	38	12	34	401	801
10	11	37	7	1	416	816
11	35	32	41	40	548	948
12	40	16	26	18	551	951
13	34	25	44	31	634	1034
14	22	55	14	45	629	1029
15	3	28	49	2	724	1124
1001	18	28	18	28	101	501
1002	29	50	29	50	105	505
1003	25	46	25	46	227	627
1004	6	7	6	7	234	634
1021	18	28	18	28	330	730
1022	29	50	29	50	322	722
1023	25	46	25	46	445	845
1024	6	7	6	7	532	932
