3	20	20	2	300	10	10	10	1.3
110	19	3	19	3	0	480
120	24	56	24	56	0	480
130	19	3	19	3	0	480
210	19	3	19	3	0	1080
220	24	56	24	56	0	1080
230	19	3	19	3	0	1080
1	21	53	0	34	48	448
2	13	9	21	16	14	414
3	45	25	53	43	32	432
4	37	47	52	36	157	557
5	43	43	55	11	124	524
6	56	8	40	52	112	512
7	50	35	59	25	223	623
8	40	10	40	40	214	614
9	51	12	50	8	252	652
10	23	51	25	46	333	733
11	32	32	30	26	324	724
12	13	34	35	11	340	740
13	33	25	22	52	422	822
14	28	24	26	25	423	823
15	31	53	14	13	439	839
16	42	53	26	5	528	928
17	36	46	17	34	518	918
18	6	54	50	11	526	926
19	48	5	53	23	641	1041
20	9	31	53	55	636	1036
1001	2	43	2	43	132	532
1002	59	19	59	19	147	547
1003	36	8	11	37	132	532
1004	31	32	2	44	209	609
1011	2	43	2	43	216	616
1012	59	19	59	19	211	611
1013	36	8	11	37	303	703
1014	31	32	2	44	347	747
1021	2	43	2	43	312	712
1022	59	19	59	19	402	802
1023	36	8	11	37	456	856
1024	31	32	2	44	434	834
1031	2	43	2	43	559	959
1032	59	19	59	19	529	929
1033	36	8	11	37	526	926
1034	31	32	2	44	643	1043
1041	2	43	2	43	604	1004
1042	59	19	59	19	645	1045
1043	36	8	11	37	636	1036
1044	31	32	2	44	602	1002
