3	30	4	2	500	10	10	10	0.5
110	42	18	42	18	0	480
120	35	15	35	15	0	480
130	42	18	42	18	0	480
210	42	18	42	18	0	1600
220	35	15	35	15	0	1600
230	42	18	42	18	0	1600
1	14	12	52	30	23	223
2	34	20	3	43	53	253
3	20	45	34	42	9	209
4	5	51	44	12	108	308
5	12	47	37	50	115	315
6	49	36	58	31	124	324
7	31	17	53	39	213	413
8	14	17	52	33	239	439
9	6	50	40	39	240	440
10	43	10	16	48	335	535
11	41	53	47	27	358	558
12	41	18	57	3	326	526
13	29	33	18	6	455	655
14	11	45	27	57	440	640
15	29	30	12	22	427	627
16	19	38	19	44	554	754
17	7	36	7	36	539	739
18	9	37	9	37	504	704
19	7	36	7	36	657	857
20	9	37	9	37	610	810
21	29	54	25	33	625	825
22	22	25	16	20	840	1040
23	15	48	0	7	818	1018
24	8	5	53	35	843	1043
25	5	1	35	43	1033	1233
26	49	46	47	43	1016	1216
27	16	41	2	42	1020	1220
28	58	6	8	24	1214	1414
29	51	3	11	53	1206	1406
30	31	11	48	23	1232	1432
1001	43	58	19	55	343	443
1002	29	0	59	3	337	437
1011	7	2	15	48	450	650
1012	26	30	13	42	425	625
