3	20	20	2	300	10	10	10	1.3
110	1	57	1	57	0	480
120	23	41	23	41	0	480
130	1	57	1	57	37	480
210	1	57	1	57	0	1080
220	23	41	23	41	0	1080
230	1	57	1	57	0	1080
1	45	52	31	15	20	420
2	14	5	34	13	41	441
3	44	22	45	37	59	459
4	55	56	45	46	155	555
5	26	25	25	29	149	549
6	14	47	2	42	151	551
7	58	48	47	5	217	617
8	42	47	48	48	222	622
9	46	55	22	54	251	651
10	46	20	33	21	327	727
11	1	39	52	20	329	729
12	34	35	38	53	306	706
13	58	23	54	13	450	850
14	37	4	17	39	455	855
15	53	23	47	42	419	819
16	34	4	42	43	514	914
17	31	51	23	21	503	903
18	41	24	38	46	559	959
19	59	52	52	14	603	1003
20	1	41	42	1	650	1050
1001	39	10	39	10	155	555
1002	1	58	1	58	103	503
1003	24	19	15	37	138	538
1004	19	9	31	32	246	646
1011	39	10	39	10	252	652
1012	1	58	1	58	201	601
1013	24	19	15	37	311	711
1014	19	9	31	32	302	702
1021	39	10	39	10	324	724
1022	1	58	1	58	426	826
1023	24	19	15	37	458	858
1024	19	9	31	32	458	858
1031	39	10	39	10	559	959
1032	1	58	1	58	553	953
1033	24	19	15	37	543	943
1034	19	9	31	32	603	1003
1041	39	10	39	10	654	1054
1042	1	58	1	58	642	1042
1043	24	19	15	37	618	1018
1044	19	9	31	32	615	1015
