3	30	4	2	500	10	10	10	0.5
110	51	1	51	1	0	480
120	27	14	27	14	0	480
130	51	1	51	1	0	480
210	51	1	51	1	0	1600
220	27	14	27	14	0	1600
230	51	1	51	1	0	1600
1	46	30	20	22	53	253
2	25	35	48	42	52	252
3	27	14	15	42	18	218
4	31	29	39	28	141	341
5	50	53	22	2	102	302
6	21	58	10	2	109	309
7	15	29	30	10	247	447
8	38	22	40	17	204	404
9	45	52	22	49	214	414
10	29	4	8	20	319	519
11	5	42	9	36	337	537
12	36	14	8	43	354	554
13	8	26	29	55	408	608
14	0	27	3	54	443	643
15	31	51	46	55	452	652
16	3	35	18	33	525	725
17	38	39	38	39	552	752
18	57	15	57	15	538	738
19	38	39	38	39	631	831
20	57	15	57	15	615	815
21	6	17	20	34	635	835
22	12	12	4	56	801	1001
23	0	23	49	45	815	1015
24	45	9	18	46	828	1028
25	54	23	58	30	1006	1206
26	45	36	48	37	1033	1233
27	31	26	12	59	1014	1214
28	4	5	12	59	1238	1438
29	52	54	59	1	1217	1417
30	20	8	52	12	1255	1455
1001	22	31	52	1	356	456
1002	3	21	58	40	302	402
1011	6	43	28	3	452	652
1012	25	15	27	26	415	615
