3	20	20	2	300	10	10	10	1.3
110	53	59	53	59	0	480
120	0	56	0	56	0	480
130	53	59	53	59	41	480
210	53	59	53	59	0	1080
220	0	56	0	56	0	1080
230	53	59	53	59	0	1080
1	24	4	21	44	30	430
2	44	41	40	32	39	439
3	42	10	58	51	59	459
4	10	1	38	6	143	543
5	39	8	47	1	134	534
6	9	16	2	29	103	503
7	30	5	23	45	206	606
8	41	54	55	13	215	615
9	5	31	40	10	221	621
10	26	58	14	30	355	755
11	48	39	15	47	303	703
12	48	17	11	44	358	758
13	57	45	22	48	447	847
14	45	2	31	28	425	825
15	43	13	41	4	448	848
16	38	39	53	20	558	958
17	56	37	39	56	501	901
18	27	23	21	46	556	956
19	53	5	41	33	620	1020
20	15	29	59	56	620	1020
1001	7	3	7	3	156	556
1002	53	29	53	29	138	538
1003	17	27	24	11	157	557
1004	53	4	24	3	223	623
1011	7	3	7	3	235	635
1012	53	29	53	29	229	629
1013	17	27	24	11	345	745
1014	53	4	24	3	344	744
1021	7	3	7	3	348	748
1022	53	29	53	29	444	844
1023	17	27	24	11	453	853
1024	53	4	24	3	441	841
1031	7	3	7	3	511	911
1032	53	29	53	29	513	913
1033	17	27	24	11	547	947
1034	53	4	24	3	641	1041
1041	7	3	7	3	609	1009
1042	53	29	53	29	624	1024
1043	17	27	24	11	655	1055
1044	53	4	24	3	649	1049
