2	15	8	2	300	10	10	10	1.3
110	44	27	44	27	0	480
120	48	18	48	18	0	480
210	44	27	44	27	0	1800
220	48	18	48	18	0	1800
1	12	3	9	56	5	405
2	42	52	28	17	17	417
3	25	25	34	16	132	532
4	3	51	43	16	154	554
5	16	45	22	4	221	621
6	18	45	19	54	232	632
7	56	52	31	3	352	752
8	12	9	24	0	315	715
9	4	25	38	50	429	829
10	23	31	47	31	455	855
11	10	52	43	37	576	976
12	7	35	57	47	591	991
13	1	59	41	3	719	1119
14	39	1	46	44	715	1115
15	48	44	38	31	936	1336
1001	8	13	8	13	108	508
1002	13	31	13	31	247	647
1011	8	13	8	13	301	701
1012	13	31	13	31	407	807
1021	8	13	8	13	521	921
1022	13	31	13	31	621	1021
1031	8	13	8	13	747	1147
1032	13	31	13	31	842	1242
