2	10	8	2	300	10	10	10	1.3
11	1	54	1	54	0	480
12	55	23	55	23	0	480
21	1	54	1	54	0	1080
22	55	23	55	23	0	1080
1	11	22	1	18	18	418
2	36	47	12	50	49	449
3	40	27	42	39	124	524
4	2	9	56	40	105	505
5	46	10	59	32	200	600
6	35	18	29	5	216	616
7	25	59	32	12	353	753
8	40	15	47	39	301	701
9	25	26	6	13	435	835
10	51	38	8	45	413	813
1001	9	51	9	51	135	535
1002	36	27	36	27	138	538
1011	9	51	9	51	256	656
1012	36	27	36	27	206	606
1021	9	51	9	51	354	754
1022	36	27	36	27	312	712
1031	9	51	9	51	450	850
1032	36	27	36	27	423	823
