2	10	8	2	300	10	10	10	1.3
11	17	24	17	24	0	480
12	33	54	33	54	0	480
21	17	24	17	24	0	1080
22	33	54	33	54	0	1080
1	21	25	16	13	26	426
2	29	17	16	1	26	426
3	21	57	36	48	114	514
4	22	14	17	15	150	550
5	18	41	38	25	228	628
6	19	13	2	57	236	636
7	20	33	19	49	324	724
8	23	45	30	36	321	721
9	53	31	39	56	402	802
10	27	27	10	5	409	809
1001	39	36	39	36	157	557
1002	37	44	37	44	126	526
1011	39	36	39	36	211	611
1012	37	44	37	44	226	626
1021	39	36	39	36	344	744
1022	37	44	37	44	303	703
1031	39	36	39	36	440	840
1032	37	44	37	44	425	825
