2	10	8	2	300	10	10	10	1.3
11	0	59	0	59	0	480
12	19	30	19	30	0	480
21	0	59	0	59	0	1080
22	19	30	19	30	0	1080
1	28	5	4	26	28	428
2	14	15	48	48	8	408
3	20	16	31	51	116	516
4	16	17	9	49	102	502
5	41	22	1	41	237	637
6	37	22	7	36	248	648
7	30	45	40	38	314	714
8	14	56	7	9	345	745
9	37	18	55	5	430	830
10	14	57	19	0	435	835
1001	46	43	46	43	150	550
1002	22	1	22	1	119	519
1003	20	39	20	39	257	657
1004	23	27	23	27	225	625
1021	46	43	46	43	306	706
1022	22	1	22	1	307	707
1023	20	39	20	39	401	801
1024	23	27	23	27	423	823
