2	15	8	2	300	10	10	10	1.3
110	50	19	50	19	0	480
120	14	10	14	10	0	480
210	50	19	50	19	0	1080
220	14	10	14	10	0	1080
1	41	58	56	27	22	422
2	57	6	49	40	5	405
3	20	12	55	49	152	552
4	48	31	44	18	107	507
5	37	41	13	25	246	646
6	16	13	5	24	221	621
7	3	36	44	13	338	738
8	6	56	26	35	358	758
9	37	40	18	27	454	854
10	18	37	42	45	420	820
11	47	19	8	21	519	919
12	20	59	23	13	513	913
13	53	40	17	15	633	1033
14	55	23	4	21	618	1018
15	31	48	31	54	735	1135
1001	17	33	17	33	103	503
1002	19	35	19	35	148	548
1003	39	46	39	46	237	637
1004	5	49	5	49	224	624
1021	17	33	17	33	306	706
1022	19	35	19	35	305	705
1023	39	46	39	46	403	803
1024	5	49	5	49	546	946
